1,0.063536754,0.115737564,0.175244773,0.202270034,0.208878538,0.253049131,0.310360088,0.357563311,0.395456508,0.419833222,0.45676093,0.494467694,0.547242963,0.562912104,0.574568858,0.583072386,0.621257701,0.638115412,0.665861955,0.682049247,0.715543284,0.740448926,0.765641061,0.813023767,0.832537376,0.84749664,0.8673916,0.883749978,0.893741849,0.903567433,0.930139819,0.996991024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.063536754,1,0.049191834,0.108699044,0.135724305,0.142332808,0.186503401,0.243814358,0.291017581,0.328910778,0.353287492,0.3902152,0.427921964,0.480697233,0.496366374,0.508023128,0.516526656,0.554711971,0.571569682,0.599316225,0.615503517,0.648997554,0.673903196,0.699095331,0.746478037,0.765991646,0.78095091,0.80084587,0.817204248,0.827196119,0.837021703,0.863594089,0.930445294,0.93345427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.115737564,0.049191834,1,0.056498234,0.083523495,0.090131998,0.134302592,0.191613549,0.238816771,0.276709968,0.301086682,0.33801439,0.375721154,0.428496423,0.444165564,0.455822318,0.464325847,0.502511161,0.519368872,0.547115415,0.563302707,0.596796745,0.621702386,0.646894521,0.694277227,0.713790836,0.7287501,0.74864506,0.765003438,0.774995309,0.784820893,0.811393279,0.878244484,0.88125346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.175244773,0.108699044,0.056498234,1,0.024016285,0.030624788,0.074795382,0.132106339,0.179309562,0.217202758,0.241579472,0.278507181,0.316213945,0.368989214,0.384658354,0.396315108,0.404818637,0.443003952,0.459861663,0.487608206,0.503795497,0.537289535,0.562195176,0.587387312,0.634770018,0.654283626,0.66924289,0.689137851,0.705496228,0.715488099,0.725313684,0.75188607,0.818737275,0.821746251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.202270034,0.135724305,0.083523495,0.024016285,1,0.003599527,0.047770121,0.105081078,0.152284301,0.190177497,0.214554211,0.25148192,0.289188684,0.341963953,0.357633093,0.369289847,0.377793376,0.415978691,0.432836402,0.460582945,0.476770236,0.510264274,0.535169915,0.560362051,0.607744757,0.627258365,0.642217629,0.66211259,0.678470967,0.688462838,0.698288423,0.724860809,0.791712014,0.79472099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.208878538,0.142332808,0.090131998,0.030624788,0.003599527,1,0.041161618,0.098472575,0.145675798,0.183568994,0.207945708,0.244873417,0.282580181,0.33535545,0.35102459,0.362681344,0.371184873,0.409370188,0.426227899,0.453974441,0.470161733,0.503655771,0.528561412,0.553753548,0.601136254,0.620649862,0.635609126,0.655504087,0.671862464,0.681854335,0.69167992,0.718252306,0.785103511,0.788112487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.253049131,0.186503401,0.134302592,0.074795382,0.047770121,0.041161618,1,0.054301981,0.101505204,0.1393984,0.163775115,0.200702823,0.238409587,0.291184856,0.306853997,0.318510751,0.327014279,0.365199594,0.382057305,0.409803848,0.425991139,0.459485177,0.484390819,0.509582954,0.55696566,0.576479268,0.591438532,0.611333493,0.62769187,0.637683742,0.647509326,0.674081712,0.740932917,0.743941893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.310360088,0.243814358,0.191613549,0.132106339,0.105081078,0.098472575,0.054301981,1,0.044194247,0.082087444,0.106464158,0.143391866,0.18109863,0.233873899,0.24954304,0.261199794,0.269703322,0.307888637,0.324746348,0.352492891,0.368680182,0.40217422,0.427079862,0.452271997,0.499654703,0.519168312,0.534127575,0.554022536,0.570380913,0.580372785,0.590198369,0.616770755,0.68362196,0.686630936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.357563311,0.291017581,0.238816771,0.179309562,0.152284301,0.145675798,0.101505204,0.044194247,1,0.034884221,0.059260935,0.096188643,0.133895407,0.186670676,0.202339817,0.213996571,0.222500099,0.260685414,0.277543125,0.305289668,0.32147696,0.354970997,0.379876639,0.405068774,0.45245148,0.471965089,0.486924353,0.506819313,0.523177691,0.533169562,0.542995146,0.569567532,0.636418737,0.639427713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.395456508,0.328910778,0.276709968,0.217202758,0.190177497,0.183568994,0.1393984,0.082087444,0.034884221,1,0.021367738,0.058295447,0.09600221,0.14877748,0.16444662,0.176103374,0.184606903,0.222792218,0.239649928,0.267396471,0.283583763,0.317077801,0.341983442,0.367175578,0.414558284,0.434071892,0.449031156,0.468926117,0.485284494,0.495276365,0.505101949,0.531674336,0.598525541,0.601534517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.419833222,0.353287492,0.301086682,0.241579472,0.214554211,0.207945708,0.163775115,0.106464158,0.059260935,0.021367738,1,0.033918733,0.071625496,0.124400766,0.140069906,0.15172666,0.160230189,0.198415504,0.215273214,0.243019757,0.259207049,0.292701087,0.317606728,0.342798864,0.390181569,0.409695178,0.424654442,0.444549403,0.46090778,0.470899651,0.480725235,0.507297622,0.574148827,0.577157802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.45676093,0.3902152,0.33801439,0.278507181,0.25148192,0.244873417,0.200702823,0.143391866,0.096188643,0.058295447,0.033918733,1,0.034697788,0.087473057,0.103142198,0.114798952,0.12330248,0.161487795,0.178345506,0.206092049,0.222279341,0.255773378,0.28067902,0.305871155,0.353253861,0.37276747,0.387726734,0.407621694,0.423980072,0.433971943,0.443797527,0.470369913,0.537221118,0.540230094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.494467694,0.427921964,0.375721154,0.316213945,0.289188684,0.282580181,0.238409587,0.18109863,0.133895407,0.09600221,0.071625496,0.034697788,1,0.049766293,0.065435434,0.077092188,0.085595717,0.123781032,0.140638742,0.168385285,0.184572577,0.218066615,0.242972256,0.268164391,0.315547097,0.335060706,0.35001997,0.36991493,0.386273308,0.396265179,0.406090763,0.432663149,0.499514354,0.50252333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.547242963,0.480697233,0.428496423,0.368989214,0.341963953,0.33535545,0.291184856,0.233873899,0.186670676,0.14877748,0.124400766,0.087473057,0.049766293,1,0.012660165,0.024316919,0.032820447,0.071005762,0.087863473,0.115610016,0.131797308,0.165291345,0.190196987,0.215389122,0.262771828,0.282285437,0.297244701,0.317139661,0.333498039,0.34348991,0.353315494,0.37988788,0.446739085,0.449748061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.562912104,0.496366374,0.444165564,0.384658354,0.357633093,0.35102459,0.306853997,0.24954304,0.202339817,0.16444662,0.140069906,0.103142198,0.065435434,0.012660165,1,0.008647778,0.017151307,0.055336622,0.072194332,0.099940875,0.116128167,0.149622205,0.174527846,0.199719981,0.247102687,0.266616296,0.28157556,0.301470521,0.317828898,0.327820769,0.337646353,0.36421874,0.431069945,0.43407892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.574568858,0.508023128,0.455822318,0.396315108,0.369289847,0.362681344,0.318510751,0.261199794,0.213996571,0.176103374,0.15172666,0.114798952,0.077092188,0.024316919,0.008647778,1,0.005494553,0.043679868,0.060537578,0.088284121,0.104471413,0.137965451,0.162871092,0.188063228,0.235445933,0.254959542,0.269918806,0.289813767,0.306172144,0.316164015,0.325989599,0.352561986,0.419413191,0.422422166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.583072386,0.516526656,0.464325847,0.404818637,0.377793376,0.371184873,0.327014279,0.269703322,0.222500099,0.184606903,0.160230189,0.12330248,0.085595717,0.032820447,0.017151307,0.005494553,1,0.035176339,0.05203405,0.079780593,0.095967884,0.129461922,0.154367564,0.179559699,0.226942405,0.246456013,0.261415277,0.281310238,0.297668615,0.307660487,0.317486071,0.344058457,0.410909662,0.413918638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.621257701,0.554711971,0.502511161,0.443003952,0.415978691,0.409370188,0.365199594,0.307888637,0.260685414,0.222792218,0.198415504,0.161487795,0.123781032,0.071005762,0.055336622,0.043679868,0.035176339,1,0.013848735,0.041595278,0.057782569,0.091276607,0.116182249,0.141374384,0.18875709,0.208270699,0.223229963,0.243124923,0.2594833,0.269475172,0.279300756,0.305873142,0.372724347,0.375733323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.638115412,0.571569682,0.519368872,0.459861663,0.432836402,0.426227899,0.382057305,0.324746348,0.277543125,0.239649928,0.215273214,0.178345506,0.140638742,0.087863473,0.072194332,0.060537578,0.05203405,0.013848735,1,0.024737567,0.040924859,0.074418897,0.099324538,0.124516673,0.171899379,0.191412988,0.206372252,0.226267212,0.24262559,0.252617461,0.262443045,0.289015431,0.355866636,0.358875612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.665861955,0.599316225,0.547115415,0.487608206,0.460582945,0.453974441,0.409803848,0.352492891,0.305289668,0.267396471,0.243019757,0.206092049,0.168385285,0.115610016,0.099940875,0.088284121,0.079780593,0.041595278,0.024737567,1,0.013178316,0.046672354,0.071577995,0.09677013,0.144152836,0.163666445,0.178625709,0.198520669,0.214879047,0.224870918,0.234696502,0.261268888,0.328120093,0.331129069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.682049247,0.615503517,0.563302707,0.503795497,0.476770236,0.470161733,0.425991139,0.368680182,0.32147696,0.283583763,0.259207049,0.222279341,0.184572577,0.131797308,0.116128167,0.104471413,0.095967884,0.057782569,0.040924859,0.013178316,1,0.030485062,0.055390703,0.080582839,0.127965545,0.147479153,0.162438417,0.182333378,0.198691755,0.208683626,0.218509211,0.245081597,0.311932802,0.314941778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
